Citizen_ID,First_Name,Last_Name,Phone_Number,Account_ID,Total_Assets
10278305,Ronald,Flores,3607857134,GB35VBGB49556309731674,241384.42
67884880,David,Doyle,4956856600,GB22ISRK98796849645437,360540.12
92140951,Carlos,Phillips,9742936041,GB96IDSQ48835683203255,208151.04
81352792,Beth,Young,9128658397,GB18LIEE15510457385903,146914.42
80364919,Allison,Marks,9129061343,GB77LMHH88876651654584,214850.43
40491104,David,Young,9127915534,GB40GEYU85113213593368,455177.77
25384605,Darryl,Silva,9125645917,GB75ZKRK44526645367044,312114.07
58572533,Jody,Young,9128887153,GB32GROP34116290168167,245961.95
72032710,Whitney,Peterson,9128301128,GB32DHKO98019999315432,434753.92
18474041,Megan,Miller,9125433927,GB83NNZA35738246451680,111148.08
81350657,Amanda,Jones,9129511469,GB41OKHX75466001970208,417318.54
52043990,Kevin,Moyer,9121141067,GB26SSXE52469742434296,394161.88
52384798,Alan,Jackson,9127429813,GB12HBJD63744226057503,249311.97
46163179,Cheryl,Mitchell,9125665381,GB22BIJS11155794104373,190449.19
78623345,Richard,Anderson,9121139392,GB41UKMC43179482426714,164481.16
58092586,Keith,Gallagher,9129403452,GB51WSYC05017678348284,423410.71
20558678,Lisa,Whitehead,9122567860,GB90QEVE15579564440486,212605.69
43070683,Leah,Browning,9122946466,GB82YNBX43629817781560,204453.28
54152485,Andrew,Ray,9125709193,GB19ZHJC25155938410200,375432.36
19601127,Rebecca,Williams,9525977604,GB62SIAG22172260052294,187260.8
69084716,Katie,Graham,8469667001,GB90CHXE19735967961918,323060.26
77765406,Michael,Burns,9127835739,GB69MPNJ80026074352887,401102.94
47646142,Timothy,Hansen,5067612453,GB32HTGV45796900824220,406743.2
47950437,Michael,Brandt,9128794675,GB91MPDS51324927711443,231733.5
69049254,James,Anderson,3046009653,GB66TVYO41962116248743,97545.65
56316841,Mark,Douglas,9126512271,GB86UWRT70891125675620,359686.73
98873342,Daniel,Williams,9127003117,GB25OFVJ20768165342046,377249.66
34880295,Katelyn,Martin,2455256746,GB52CIDZ97432219300829,84184.21
90677317,Robert,Williams,9121591843,GB87FQLK40413312983238,470125.12
26445463,Rodney,White,9128243693,GB31OXUX00899126965330,106503.34
46835245,Debra,Baker,9128316563,GB89OVPX00650691040171,92621.19
62846653,Monica,Clark,9128885157,GB61OIIZ47343452800206,415078.96
13133932,Richard,Jackson,9126245629,GB70DSQY79046187530375,300153.81
55733890,Jason,Vazquez,9126779570,GB35JDOL96928443212695,244697.62
53854607,Elizabeth,Jones,9122774063,GB65MVLG83099745529160,399988.86
52558361,Jonathan,Savage,8012791867,GB34SEQS63598100325365,486876.01
14959176,Eric,Dawson,9128805026,GB25VQNP54205788068106,404139.16
44171715,Dominique,Blanchard,9122272891,GB88RTOW77597729766338,69628.71
19803651,Jacob,Smith,9129479191,GB63FIMK52264458684241,14835.67
95003519,Evan,Harvey,9125502281,GB45IWFS72316026476181,385598.2
16721209,Daniel,Zavala,9125997976,GB68LVPP72109972792195,465697.1
15411400,Lisa,Johnson,9124057467,GB04HJSM56026699252870,211174.59
15978594,Michael,Sheppard,9124936480,GB75RIBR53947037084899,348483.06
96269175,Scott,Lambert,9124415884,GB38PVCC40096993170539,65705.24
39742181,Brian,Bautista,9129399461,GB28IZVZ50219742903795,306570.73
50475514,Molly,Potter,9121424242,GB88HSVR42027948013480,61656.57
74538415,Kathy,Berry,9121884779,GB80TOMK44047226327045,318285.21
98316584,Kyle,Stein,9122365413,GB51GUBL64057718150445,361873.89
83284031,William,Garrett,9123908384,GB15MFSC57097199606251,70066.3
30369813,Michael,Stewart,3216617916,GB41CZGV55197309792297,132288.74
37301340,Robert,Rojas,7398728458,GB94KSXF03365589368545,377397.22
15798451,Kristen,Rodriguez,9121858522,GB68BTLV25435355167160,92782.76
11242353,Richard,Mitchell,9123704265,GB13BWPN76948537058278,362128.22
93119938,Lindsay,Holt,9126146016,GB74WEFH41642149950422,436290.1
45067036,Mark,Jones,9126146217,GB10NVFY90015378716122,407585.62
23404365,John,Lee,9124127177,GB09YPNG60330206040911,485312.2
30063572,Lauren,Rice,9121019848,GB73MPAY12952859463985,79005.94
20655203,Abigail,Rodriguez,9127152020,GB06RTXB98972775684457,27557.46
31799564,Mark,Bell,9121702327,GB50AEDZ84518724162559,450036.83
98635227,Tammy,Valdez,9122514290,GB69JFDI28812275683339,358840.85
46489552,Dustin,Smith,9128536267,GB09PJNR82088573267464,108216.1
55732714,Jennifer,Duncan,1771049291,GB86MQSH16833031292836,317275.39
94655293,Cheryl,Peterson,9127721145,GB88QOCA18440178658750,259685.65
13937955,Whitney,Brennan,9122486322,GB85UGTC89922008234443,445711.47
34661838,Alyssa,Hicks,9124562714,GB88PLUB11011946082149,364708.92
53730297,Shane,Byrd,9124507051,GB27XVFB01545520760205,492466.44
32267836,David,Vincent,9124305461,GB38KMCU46721848424231,41874.41
14791684,Nancy,Flores,9126134610,GB24LKPA64794343426850,353734.92
93832014,Nathaniel,Wells,9126619968,GB28LXUH66205113660693,288116.88
16132672,Brenda,Cunningham,9127752954,GB40LPDR40318562382238,194141.2
99394698,April,Sherman,2163127736,GB66TOCN27061884054771,469902.64
63147573,Yvonne,Fisher,2611602462,GB91BMFI39950345636266,270979.81
42219006,Daniel,Olson,4094639500,GB76YQPV39392942049098,85362.07
87831139,Valerie,Kim,9123431383,GB63DTTH49053661268458,360171.58
13007740,Daniel,Gates,9129504067,GB67TCHU13097184612157,259019.68
71028031,Noah,Phillips,8377625680,GB91IGJI50186470207527,421953.77
89509004,Pamela,Rogers,9125756561,GB53RHMX83232259937243,419658.09
15905768,Anthony,Morrow,6548241188,GB98UZKH62457503511310,433494.99
63232125,Brenda,Bird,9125733820,GB79GVHZ48356219434727,89250.29
83712243,Bryan,Johnston,9123536868,GB40YROK72080259535153,178056.92
43968527,Paula,Sweeney,9129974527,GB47ITLK76949325463547,24558.97
94657898,Sean,King,9127694770,GB79BPYS00110940128838,347147.94
29213835,David,Cabrera,9121032987,GB24ZIVO58247871024462,56747.6
80539939,Frank,Arnold,9127832829,GB48IFIL95407093002777,75248.99
73669229,Nicole,Harrell,9124236319,GB50HIED80242018269042,163415.88
10270052,Justin,Romero,3383297499,GB95KSZW28722634815589,120069.48
75757202,Sharon,Rivera,9122721965,GB53EAPN83627958801126,123928.6
95301934,Monica,Thomas,9127477590,GB46ZTQM60387042624384,390585.09
10395678,Daniel,Johnson,9121796001,GB18PXZY52217727277200,262257.24
77826629,Robert,Norton,9128386356,GB94QSWA75476990492435,448033.46
75852766,Jennifer,Ayala,9125859942,GB34HMQO68870849191187,309496.37
40386283,Kelli,Brooks,9129178528,GB95GFQW06075930716011,244987.5
29834131,Zachary,Bennett,9124696568,GB43CUEN33602788420488,477672.24
62551748,Michael,Bright,9125348282,GB85YGQN93297816150829,159932.16
24581050,Bonnie,Dominguez,9126889278,GB38YVFX78732788654121,388544.74
50120074,Jeffery,Martinez,9127176762,GB07CVUV46014878724730,358272.5
59836833,Wayne,Brown,6415425371,GB50DZEC64119473941608,407521.54
21847294,Mark,Rodriguez,6399809716,GB86AHKJ32660965934076,196666.03
94526185,John,White,3635662581,GB94UESV19401588057872,436884.84
33102452,Joe,Robertson,9126483712,GB20VDOL02823508605537,113545.32
90609540,Caroline,Parker,2913186625,GB06TYSA03242638002608,351141.29
58170036,Amy,Thomas,9126155505,GB10HVGM84263495827190,427152.93
41140423,Christine,Cowan,9124191223,GB91IHAV92425925950417,132187.26
42077447,Reginald,Frederick,9126236095,GB75BQAH07768639291285,143091.84
16204677,Herbert,Moore,9122209673,GB37PTVZ25839620558872,384471.95
60579168,Jeremy,Farley,9123812488,GB67ODZW06073928202155,499976.75
43854845,Hannah,Bennett,1662422559,GB38FSXE57564451009405,242335.13
86593749,Margaret,Foster,9121588033,GB14RNFU86983213650207,347135.84
38768463,Emily,Ruiz,9124278693,GB61RLMI26250341351488,273437.69
61626137,Michael,Fuller,9123435451,GB80CJWE85757724242912,349535.62
38161684,Cassandra,Hernandez,9125297238,GB87CAZX49371597392473,357940.51
23721733,Rachel,Watson,4676362565,GB42OPTG44625605735562,152602.94
79362236,Rebecca,Hamilton,9124483889,GB15MNCC05893987566320,245956.4
76574616,Omar,Lucero,1484864972,GB26KKFO21287028788532,235353.81
57711451,Kelly,Flores,6614597656,GB50DVPP29949069144666,251766.35
54801107,Grace,Larson,5092057455,GB49NFGQ69886027383451,220614.91
20605636,Alicia,Singleton,4911209901,GB40DWAA29094305383453,44709.79
62956738,Whitney,Merritt,3382984077,GB13RDIG65311603129114,143158.97
20186120,Spencer,Cole,9126422578,GB48XGFI14559255185693,318373.41
95445928,Jane,Booth,9122451229,GB64GZKY99588803899510,186848.7
48056784,Gabriel,Hall,9126836194,GB20QRDI42543536949433,33208.12
60291242,John,Boyle,9126061714,GB76UDCG16868498016607,474365.84
64373711,Gerald,Freeman,9128043352,GB38UNKV70348165246176,23792.17
41409904,Thomas,Lane,1892971092,GB35LIGU43065724220523,94690.71
85132911,Frank,Campbell,9123806870,GB48BNHI97089473846373,174317.32
92848545,Sarah,Smith,9127752541,GB20TPAD88926263165601,206327.12
40826040,Troy,Chapman,9127026948,GB05ONGW60007227154421,432434.32
88030900,Benjamin,Johnson,9126153916,GB79OHAG41501982976383,204695.99
99287364,Glenn,Bowman,9124391470,GB42XCAS70993899821942,379493.06
98399150,Patrick,Curtis,5993212937,GB58NQRM25126668265988,461974.66
89766462,Wesley,Morrison,6213138295,GB04JBJR09562934935924,116295.91
86719858,Richard,Barnett,7747077936,GB35DQWP29714882322270,28503.2
31610122,Laura,Henry,9126919383,GB90HIHD02677583466352,110184.55
57306031,Timothy,Haney,9121154244,GB74TFAO52445737828437,395655.45
62059889,Brian,Jenkins,9127583840,GB84RKJI81926841456839,427374.48
91326372,Daniel,Adams,9121142112,GB66NURQ16290926447378,400389.9
55662739,Joanna,Baldwin,9126278419,GB85HDUM49272457999958,162395.72
72028295,Eric,Rangel,9123456023,GB91RDRX98742724382936,446183.76
37055453,Kathleen,Sanchez,9128501628,GB73ZTLD33929822790926,338897.48
67626992,Brenda,Warner,9129434993,GB37MIPY20446921732432,119681.71
54392627,Lindsey,Wright,6184587599,GB32TTHO02281386614885,16389.92
91204568,Kimberly,Hamilton,9124595065,GB84WZSI69606141459062,411393.41
16093103,Ronald,Hodges,9125444063,GB82PJGU12167049834869,170859.06
82956015,Martin,Miller,9123997294,GB07UXRS30403464214152,466032.34
10895809,Diane,Stephens,9127563566,GB88HWRU47883174119411,192815.76
69022779,Joshua,Rogers,9126927000,GB66SWOT35469662210662,171884.67
16734087,Brian,Robertson,9122666896,GB24ASYA94121212529775,115275.1
40919450,Logan,Ballard,9127624145,GB33SCYQ30494990536993,56555.5
41769087,Trevor,Mason,5591493996,GB86YUMR51005714389423,492359.21
71807111,Jessica,Williams,9127053454,GB66MNNB22608008755537,138579.32
85405603,Krystal,Joseph,9129131870,GB23JWZL43885025250574,420789.41
82017969,Candice,Sullivan,9124572260,GB03NOBB44936852655962,83432.87
76497861,Robin,White,3143958871,GB70MXEP83197921013358,16199.84
60244499,Catherine,Donaldson,9124127109,GB22JUDU03562001395655,182431.98
46311906,Debra,Martin,2718239632,GB76ZFQC17594171429942,129218.97
70153675,Timothy,Shaw,9125386238,GB20OMWL88629966384288,206255.69
66605467,Matthew,King,9127927140,GB08PMEH78503519617370,380955.69
50834723,Tara,Joseph,9128839282,GB25JDVF01100729037731,124893.47
78389780,Laura,Brooks,9123905736,GB57QAMK96753324664200,347088.3
59320153,Tracy,Johnson,9123368117,GB76JXWD80025537828829,420964.12
49796554,Jim,Griffin,9121957823,GB62EBOM09113946922109,192617.8
66133445,Benjamin,Gill,9125006399,GB22QTYD63160409466749,482924.14
60422191,Brian,Brock,9124711443,GB17IABH04914698848985,437372.12
98078402,Robert,Jacobs,9125803931,GB34NQLN58504405010727,312264.73
56577975,Trevor,Sparks,9128167061,GB23QYMC19653822433707,292494.68
69159381,Valerie,Payne,9123975116,GB03SBTO56558224924232,390233.16
72729013,Anthony,Lopez,9125086810,GB09UVQM05981168471984,29791.95
42680808,Angela,Harris,9123109979,GB56ISZE27655266997271,308927.08
72517827,Larry,Cook,4678416963,GB92XVCG39930487917905,79793.01
51470261,Katie,Bradley,9124353960,GB62BSJN40852524309240,430841.13
95524232,Jean,Hughes,3516284181,GB10NSIK60660683387580,51759.84
80715131,Alan,Williams,9129886303,GB69VEUX83569632146471,419105.76
78761937,Daniel,White,9126427545,GB86SKDY14480867428282,86204.62
41563069,John,Bentley,2232024848,GB24RDMW04229695564279,35560.56
20891595,Stacie,Collins,9126106894,GB89XQKR51169581416843,86578.13
70103971,Luis,Hall,8758946023,GB92HHET31030389541678,271516.56
57077439,Aaron,Sanford,9126701336,GB26YADK75785027229229,90337.11
14157303,Brian,Conway,9126661186,GB72RMWY10792894849219,301315.18
42845945,Nancy,Villegas,9126098067,GB85XHLS45511170470720,299747.95
92059566,Anthony,Sanchez,9122855338,GB36QNBU93895804564552,30298.65
87192010,Benjamin,Mills,1098396745,GB18JZAA36388740551852,315223.45
23476002,William,Wyatt,9128212260,GB41PGRM64091247230794,156490.38
95297504,Logan,Cisneros,9121913115,GB12UXTA20030825415237,396233.2
50255522,Keith,Davis,9124117878,GB75SGQO64505631324203,25363.51
50631147,Steven,Jefferson,9121119561,GB71QPHV40803563811023,395483.56
68858216,Emily,Harris,9125436626,GB29SUMU02606389569214,126195.41
88008504,Hannah,Horton,9124102487,GB66UQGX73117022433264,113259.16
74452878,Denise,Rojas,9129272467,GB20IREA57280474165815,475367.47
73919814,Cathy,Martin,2875368918,GB64GQLL35127993881023,187500.71
33768236,Bethany,Barr,9121233766,GB04FRDM33867559907891,259075.58
37801001,Kristina,Williams,9122653762,GB11XEAI18719087145682,53200.31
74378928,Mark,Osborne,2118402988,GB49XHPA11910222180220,28173.8
18686054,Catherine,Henry,9128894281,GB13ROGH64940330217449,258933.99
80622848,Michael,Miranda,6257168148,GB23UTVW56787671263461,178284.39
15103726,Amy,Whitaker,1374622851,GB78TLWA17275954157058,126038.5
31075189,Susan,Adkins,9124857186,GB53TDQC91358431693086,52323.08
81177337,Pamela,Stewart,9381148891,GB08IIVQ70978991402554,179801.99
18774872,Luis,Armstrong,9129486585,GB91EDGZ71804058288195,70917.79
11253021,Melissa,Wade,9121689382,GB06BUWU83700754335383,58837.81
36025339,Donald,Nelson,9122999711,GB73NXXT20840177392293,277019.86
54178608,Jeffery,White,9123769623,GB96LUEM69479891708852,344176.66
74649536,Monica,Davis,9123789435,GB05FPJW31563100447694,33173.6
26790334,Cory,Aguilar,9128043730,GB64OJGJ31027193528766,336777.32
62748070,Christopher,Terrell,9914559756,GB74DFVK00348166268121,445436.37
72547905,Christine,Pearson,8219791782,GB39FYTU18827727769809,258832.42
96753542,Rhonda,Nguyen,9129469924,GB67DIUY00003165158292,416284.77
68703819,Joan,Doyle,9129719948,GB52KJSF97049457948246,136054.19
75854805,Sue,Francis,5669097079,GB58XHWT16195146250707,331042.42
42001770,George,Greene,9129446810,GB37HBXH16570784829441,369919.3
51156525,Deanna,Osborn,9128522392,GB54RHWH93916232773970,144441.91
22703140,Logan,Walker,9123978134,GB97JIZH11842791293705,124484.89
98330184,Jerome,Parker,9123603253,GB27WNVW47725835370935,323412.7
21862483,Leslie,Gonzalez,6606297058,GB58UFRI00574346176408,439382.18
81539090,Ryan,Walker,9129985072,GB64NKGV37346588419779,164957.38
68459481,Lisa,Smith,9126315371,GB06NQZW53836889907474,302262.62
20626180,Robert,Montgomery,7781422334,GB81PIXX98717332378844,101175.8
18758421,Marilyn,Tanner,9124264050,GB76FHLI96927150870374,399411.65
54505261,Susan,Lewis,9121719688,GB43WALU23864953708810,372371.32
23666442,Dawn,Hurst,6556532322,GB34TBTY62395823684481,447035.37
75690566,Meagan,Lawson,8137957036,GB58ETFQ13855914006580,417794.42
64524836,Frank,Henderson,3057456714,GB67XTQZ16956313758371,402794.32
31090116,Christopher,Garcia,9127881449,GB26VKNW44886787537996,137779.57
25478547,Jose,Rangel,9129923853,GB47OPRA20186091399452,325853.03
30433134,Michele,White,3115001037,GB69ZGYY93977808938757,264375.04
12323035,Steven,Martinez,9121014209,GB95HMFU86840912411293,289596.91
11146552,Laurie,Jones,4547508909,GB12BGXF47040262330255,60731.03
33502568,Matthew,Lee,2814619673,GB68WWQU06855499327044,410326.3
83732347,Kevin,Myers,9508957680,GB98NABY92292461041416,236120.44
77762770,Jay,Summers,9126233463,GB54CYUL03471292298520,338279.14
97240559,Stephanie,White,3864247031,GB06KPBU38153034258809,339247.06
72490871,Robert,Frye,9121239783,GB23OCWT39632206103861,81508.86
45657450,Henry,Mendoza,9129923728,GB20GPIN48971016688509,438279.06
36891345,Andre,Thomas,9126624155,GB60MRDL23915800728745,94989.27
95099128,James,Hopkins,9126774697,GB58EXRX73732204286391,54519.73
30346979,April,Dudley,4803972268,GB05ABSM52580897839835,342098.29
23603686,Timothy,Campbell,9124298064,GB49FCCG12496665979932,19514.66
51730049,Kenneth,Williams,9121268634,GB65UCNS87642664972133,337940.29
45177311,Krystal,Young,9129474179,GB81STZT01668892672837,233578.65
31359995,Deborah,Knight,9122906345,GB03GNXB95413649170638,136875.48
97725994,Allison,Pace,6478455,GB97XKGY84755814742131,95714.53
81534252,Yvonne,Warner,9121418595,GB07XPZP90345982242459,47982.84
31206719,Samantha,Dunlap,5431604213,GB18GCYJ54993788987033,80757.38
45219054,Rachel,Wong,1353989622,GB25VKEJ96705698588383,331534.87
78956892,Jessica,Flores,9123631885,GB22OJPU23715831870634,183118.38
38707721,Angela,Schultz,9129358430,GB92SGRG93125345891889,231096.03
13443770,Robert,Vaughn,9125848388,GB12TVLI00729983745003,399708.28
75740278,Nicholas,Stephenson,8941132678,GB07NKUD56713413352921,169284.63
28540421,Amy,Cooper,6922561212,GB35YHYX67363377287623,150635.08
82666083,Mitchell,Thomas,9434212841,GB28BIIR35138709414998,461835.08
96291284,Kayla,Wong,9121066379,GB43YQXJ04583118465812,481984.79
20897266,Amber,Turner,9121744648,GB90KMXY49639332704422,116142.45
20915232,Kayla,Malone,9122899955,GB61EWKX79881053408664,111208.01
71867198,Gregory,Smith,9121262745,GB06YTQS46832531491496,206738.46
43152752,Robert,Johnson,9123087848,GB60YLXM34200977964826,132460.98
34539256,Robert,Thomas,9123403652,GB96FCKO34084673697918,401128.45
23548155,Christine,Clark,9122888697,GB98EBSA93670170463860,34459.43
93810158,Renee,Glass,9122212948,GB30LKLV27796601780951,232177.03
88336385,Antonio,Paul,5981418878,GB07BOIX18789884247283,302908.67
75023295,Mark,Adams,9557074466,GB87QPOV28844341818314,244714.18
95902148,Christine,Hayes,9128168263,GB76EGMJ28517438363460,369951.51
63008104,Thomas,Lewis,9121851443,GB13XQWB63720646750597,26141.73
10396435,Jacob,Smith,2867989689,GB63NZJA02914040980775,102065.91
46545968,James,Cole,9125057130,GB23MHOG68095626373376,196089.07
33550517,Cheryl,Mcintyre,5269933108,GB29YLIJ61789048818084,338685.93
91585418,Patrick,Davis,9127358224,GB69NFGZ43396050379680,325485.91
50611174,Dawn,Carrillo,1265718055,GB17IBCE64727244583212,90193.73
57197151,Mary,Lynch,9124758379,GB44IDPP54837079617973,468632.2
33286362,Sonya,Murphy,9127347274,GB87TMUC74717560986404,474570.5
21491747,Richard,Fisher,9125822750,GB26TOBY97216982335718,164697.26
80126307,Donald,Jimenez,9121364025,GB50YRNG19321360150034,460123.64
92997988,Joshua,Miller,9124512258,GB45HGOU73393563730574,291449.94
52908739,Elizabeth,Bridges,9124636951,GB08CHAZ09458561186859,422573.52
78207311,Brittany,Patel,9124989197,GB15SQOM79445344897038,54928.7
86859949,Jesse,Pittman,1646583335,GB92HWOS19295468556975,72525.2
20585716,Jane,Acosta,9127302555,GB16ZNKU19803445196486,168568.24
90535930,Joshua,Lee,9123441138,GB92CGHO53892253149494,346971.3
65410117,April,Thomas,9127534246,GB98CGSA37152478025189,35269.86
52424925,Kelsey,Blair,9125642855,GB89AARR89993927326807,396619.47
96879656,Matthew,Allen,9127961008,GB45KKJJ20151521192332,112011.72
63393549,Billy,Bauer,9123045614,GB70PKLT53964827190945,155040.59
54052109,Andrew,Avery,9126015304,GB55IXWF34502068703953,480669.44
94353762,Kathleen,Manning,9125916889,GB73IXOF61813863917601,398222.28
55323141,Sonia,Robertson,9124496469,GB62NKNA82328102899130,480682.68
67636237,Karen,Johnson,5659979196,GB59ITWW99512369586083,119670.12
23735075,Deborah,Townsend,9121043588,GB54HVLQ06036305248596,350114.62
16070170,Kevin,Ruiz,9127908752,GB48HQEL59188661940906,276143.9
72393095,Brian,Lopez,9129175580,GB44LJAK60925926285443,462208.08
97352147,Laura,Simpson,5785666951,GB55GAFX71167361264100,49955.35
75936223,Alyssa,Osborne,9129356084,GB66IEJO41881920753828,106767.86
51436811,Benjamin,Pitts,9129065080,GB44ZUIV66024739573923,385440.65
35299127,Jessica,Richard,9127008290,GB23HCMN18210103511295,367674.21
69331438,Margaret,Wu,9121113973,GB28DNHM46904106484446,143964.39
92034221,Kayla,Phillips,9129667229,GB04UISR68205275820562,436407.45
19342287,Ronnie,Knapp,9125328051,GB46UEKO18654651835632,416047.02
61078279,Nicholas,Santos,2668802655,GB16WFRI68603152648514,196396.94
